sentence_id	sentence	sentence_domain	source
3a7e135321908716b554e9081bb8093e3f1c723dc667c3ce66c6ef208e479aba	دؤ کړه هغه ګل را وشوکوه	general	خپلې جملې مې جوړې کړې۔
3a9f6e93f5c0eca2bb6e2ff84076aff933ee58e30739a8ad948161c9f0ea65ee	یا لوخي لکه شریکوئ، مه شیان شخصي		cdc.gov
3afd67e75dd3bd61effde7fef0de75466519a7d28efb778fc5bae7dcab0bbda2	:نسخه وړ لاسرسي د		cdc.gov
3b3fe0f627966a1aeaa46f7ffc8208eb06c8b3b71e25849f36fe59aec35f79b5	پرېږده چې سوزي په لمبو کښې، دا ټول زمونږه دشمنان دي	general	خپلې جملې مې جوړې کړې۔
3c789e00be125d527e04d23f9a563e5c9e0ad11b2edcb3e8be524b20e9e3a66d	دغه سرخوړلي خبره مې کوله	general	خپلې جملې مې جوړې کړې۔
3cbccafd6a807b5cee909dec732202e507daf2fdd7c54a246351bf2dafcb93c2	زه د کوز دیر تیمرګري اوسیدونکے یم	history_law_government,technology_robotics,general	 Self citation
3d2d3b2c4add9af395391f90d95a388810b29b0f102f76d43976e678c45cd72c	غټو یا لوی کونکي ژوند کې کور یوه پهلارښود لپاره کورنیو		cdc.gov
3d5194953f03cd6829ecf7629fbff3901d07090259a274cabafc3fa010c534dc	د او کې خونه ځانګړې یوه په باید		cdc.gov
3d9354ba499b076968bea5ce4f99f0be24288a403b2493750a2a106c29f5ed57	حیات روغانے لالا دې ژوندے او مست وي	general	m.facebook.com
3ecd57ac1bc49d32ae1807003ed441bbab07f3c81db3b946bc58a3f1082ce750	ما وې صوفي صېب بيا څۀ چل شوے دے	general	خپلې جملې مې جوړې کړې۔
3ef4093586aba0edd9e8ef3d9623acebd9bcac0976dd8c26b850572a22819135	.وګورئ تودوخه		cdc.gov
3f518e60f25cdc7acac4ccb2eca1ed19b4d3b82f0d0f6657eee13f14be243587	.کړئ پاکې هم یې نه		cdc.gov
41114e3ad0e6f2eb51d4e062bb143a6f2ad6960c99254393f528577d81ea836f	زمانه راغله د سوشل ميډيا	general	خپلې جملې مې جوړې کړې۔
4120c0be96d1b7ca804c9b9100345da77aaaf889460a37d11b317b499b6479c1	د هغونومونه می د کتاب په پای کی		زه پــــــــــه » زه « پسـې گـرځـــــــم
420eb7fecf161c7c981fa94e830cf449861022dde43df9a2977f88a064d29c58	.وکړي آواز چې ونیسئ لاندې ژبې		cdc.gov
42de0729850705a95cb6fa0ec345f47a0a5db98cc953e8e32e80e69543da10c7	زه زیار باسم چي خپل ناوړه عادتونه لږ کړم 		خپله خبره
4320351917376461d6b98dd0bb2b86d212a5ee12c96c9281b33cc4d774687e87	. مایعات او وکړئ ارام		cdc.gov
4403e5b3088bcf3e2003b5612a02a357c72f4c504385f2a921f930ef1cbe511c	خپله نو کوئ احساس ناروغۍ د		cdc.gov
45847ed49eecb09447d3f3b137a757d556e1273f419f02d159ba01def70d040e	.وکاروئ سنیټایزر لرونکي		cdc.gov
45dc5001f77a5190177b7745d6388a9cbec1a9af1bd12daacd2ff13671e2488e	د یا ومینځئ اوبو او صابون په ثانیی		cdc.gov
46e0679bfd4b7c0a4147bc2983dad4635b6ca3881e639318705af58409c3d4cb	کله چې په هر څه پوهی سې. بیا هر څه بخښلی سې	media_entertainment	احمدزى
475fbdd0ac9e1f1324c8a933e1c65f08572ac4bcc748d31f24c9fa069a110289	حمام جلا باید نو وي موجود که همدارنګه،		cdc.gov
47a1b5e3b1f1900e4a81a1a1e28ddf78431625a67619c3e0ab6217366cb54eb0	ته چیری اوسیږی 		زه دافغانستان یم 
498b503a9b2bccabf0f76681ff5fb0637fa72bb822585b25bf141dabbc3a30aa	زه ستاسی څخه غوشتنه دپیسو کوم؟		زه دافغانستان یم 
4a2966fc63dc344f2815d1b245c93dd6790d04ca031560b581783c14d6262b07	"""پرمهال"" ""سفر په پورې وخت هغه تر"""		cdc.gov
4a3efc1fb79b25cbeabe3fb55d4c016c8a191a018c08c457768b79d514ccd0ac	یا سپرلي ګډه ټرانسپورټیشن، عامه ډول هیڅ		cdc.gov
4a57b268f170515c6ac2d8ff85b66e8d925f15b9f1fd094dc78d7c3be2f9ccb8	ته پرسونل کونکي ترلاسه		cdc.gov
4b5a419e5446e9ffe2c8321da51ae4584fdfdba1b9ca70731e25c367f2ef19d4	میں حوالہ کین٘ویں ݙیواں؟		common voice
4c1c1bc873e280a24e332b36d50ecbf837052594d4b5590b4863f8f7a1047dff	د زوکربرګ زوی مړی زما سره بيخی ورانه ده	general	نصير احمد وقاص 
4d5d7ab99b4b90e6406e7e210c4195d29f3e3c3e55001a11ae0bc416666aec4f	"""خطر لوړ لپاره ناروغۍ شدید"" د کې"""		cdc.gov
4fb538b4b749a2f3b755536fba0dbdcc585580cff6b00d126c1b9490d1fa8f02	Wakht da har ghum dawa vee.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
4fcff2e5db73f15ecc5cfb68ecae28fafc593b70bd89a9e38789441fc830a078	مونږ درسره واږه په واږه روان دے يم		خپله ليکنه ده 
5001d480dcac69d7d49ce7f2333c571db2125a17335bd0a3ae3c8e6335f8d168	:وکړئ کارونه احتیاطي لاندې دا لپاره خوندیتوب د خلکو نورو او ځان خپل د		cdc.gov
50ba4d7b36f2d6ea77a09084232183be0c5f54edcc759458b8f70f2361221dbf	.ونیسئ اړیکه سره کونکي وړاندې پاملرنې روغتیا د یا		cdc.gov
52984b1ee2eab997024c1a31bd7c6c29b922d828ae250ae6bb24d42f538460b1	khpal kaar sara kaar lara.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
5374dc7c9c0eae513956a91a2c9ff09aa29c29c25b114b8ae69ec2e31f6b792b	taley wakht byarta pa laas na raazi.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
5388d24f4bc0d4254b57bc19994de69079c000f9dcfddeff2d2f1935ac6ff793	" Python– پېتون
له هوا څخه هوا ته د توغېدونکو توغندیو کورنۍ ده"	technology_robotics	وېب پانه
53a50f4aaa419e14295e92e5ef57fa76ffcb4a6f7b521ca259186a366011489e	ستا د مينې اُور دے چې پۀ ما باندې بلېږي	general	خپلې جملې مې جوړې کړې۔
548e5690112a4c25c4128c987248b3967b25ca82b3e89423b0699e76f2ef4f1b	.وکاروئ تهویه موټر د یا کړئ ښکته شیشې لپاره هوا تازه د		cdc.gov
54baa5a5731472c1569526be85ce4990d13a8958623c2ce4aa7b1b2b37431822	. لپاره، حالاتو طبي عاجل د		cdc.gov
54c0b3f9aa1390764d3f3d84e50f7284dea7daee60992d11847a004a55500ed0	ژوند مې دے فرېب ولې د مينې د نغمو سره	general	خپلې جملې مې جوړې کړې۔
54ef037a98ff1b98b48c840ed2ccc8899b5c11b2e8de6d8bc0c7237b70e54c84	نورو د پورې ترحد امکان		cdc.gov
5560183ab5a3f9cba59059c6a10aac024b38a6a209ee18eb27b96c354b56151b	.ولیکئ لاندې دلته معلومات اړیکې		cdc.gov
558c29e37a6f68359303385e33670ef36215201e89fa218f3c1674b81d436318	. لمس ډیرې چې سطحې هغه ټولې		cdc.gov
55b7a22540918dfb9d167e14858ecd3fa4cfbd974e612a6f7fa90d8c4cef1dac	Sta kho peenza waara gotey pa ghwaro ke dee.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
55bb5f71a2ab7b409cfe8d34ee1e9d2be294aa487969b9c5010bc55bc71f4600	خداے پاک دې اوبخښه	general	خپلې جملې مې جوړې کړې۔
568ad7ee936551fc9f5efbbc7e04ef6357fde714136ffb8d26a249af0efdd109	لاسونه خپل او واچوئ ته   سطل خځلو د دستمال دغه بیا		cdc.gov
56edd9ad36384374088463233aa2a23b41a506af53a9c6e311ed0f967f541fb1	.وي شوی کلک سم سره		cdc.gov
56ff6a11369ddba398a393fdf03f5c74ecde6be0aaa988b9735c97edfa357f13	مونږ به قوي راګرځي!		له خپل ذهن څخه
573f0cb6c249600fd6710518ddfc73d1e29e2b8a8dddc1cac889a73e71c6eec6	دي مخ سره خطر ډیر د څوک چې دا		cdc.gov
57a3f35086c9bd6addd37605a011f52f6a9cd76bca05c880a6ee7c3a7af91c03	Kaar pa kawalo kegi.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
59006ffd073358daa74174711643ac796bebebf461f74bc8653d54c998d3b27d	تۀ زما مينه تۀ زما ئې د زړۀ سر لاليه	general	خپلې جملې مې جوړې کړې۔
59d721ce705f4dbf7a44b2443f5b1e87acc8d8af90dfb790a938b0164e4fd40a	کاريږي چي هره يوه يې خپل ږغ او د کارېدلو ځانګړی ځای لري		خپله خبره
5a2bc56a7f1c0310ee85da2d3fc53f910190cf05a487e479aa3aaf9a1f3762d6	خپل پکښې پردي شي په پردو کله باور کړي څوک	general	خپلې جملې مې جوړې کړې۔
5a4b497424200ec45fa05d9a853cff4a0e8cb79d7ee6d89e5b15c5f0d4b4efe0	زه سوک یم ؟		زه دافغانستان یم 
5b260e292253118429d150f45dfeefc0de209f600f82b5374566fab48e657cce	.کړئ پاک		cdc.gov
5b73195043bccf12d9729d724b6d87bab7d028861589337a8cf1c49a2a79b265	.اوسیږې و لیرې نه خلکو نورو		cdc.gov
5bbd86841586b5d824375d29ed8037cf5eb012e07fde43ddba8eacdab271e49a	چې پرېږدې را ته نيمګړي ارمانونه	general	خپلې جملې مې جوړې کړې۔
5bc697c69c824fc47f57f4e6cd43b8671d2a9f91c69e6a2238a5abc468539d83	یا ګانې سپری پاکولو کور د .لاستي دروازو		cdc.gov
5c234016f7bdcf80dc60b020b8613877eef34e27c5e265f4541f902cbd30849b	 کوچنى اخترمبارکى درت وايم.	general	خپل
5c2f0e1d59ecd3d3c3cd8ae7396e32bebe98aeb22a292766f93838fff70bc4fd	پۀ انټرنېټ د نړۍ ټولې لائبرېرۍ ولټوي او د خپلې خوښې کتاب واخلي	general	خپلې جملې مې جوړې کړې۔
5cf28b2df1a6f078c0a3c7976e2e0bbddb0677f3121324583ae6e844e8fe6d06	نن د ځلان خان ملګري د هغه کور ته لوبو له راغلي وو۔	general	خپلې جملې مې جوړې کړې۔
5d0191d9b2f8436e1635e8cd94ee588c2c4aba81501730cb2a0ace5e1c82a377	کارونه پیلول سخت وي، وروسته خپله اسانه کیږي درته. 	general	Ali Shah Ulfat, Self citation
5d091b21e16c4d427116ef1da9a4c5e92e437eb5dd92b09c0020faaf25dea881	زما نوم ځه دے؟ زم نوم درته نه دے معلوم؟		I have created them based on daily usage
5d0c6a8bb6a2360ea6cb6f23d39d0a01e0faf09634296cd814bf3b0b7ea23d06	معلوماتو اړه په شرایطو ځانګړي		cdc.gov
5e53204e20e6a446a4133072f9c337b5ca2e3b8f333a59bd0217956115508451	خپل انتخاب ته وفاداره اوسه اوری کشره.		وطن
5eb387ffbe371e5025c575a78ce561c285b9751f024a8c585b472ae5ff759693	خپله خُوله هم قلعه ده هم بلا	general	خپلې جملې مې جوړې کړې۔
5ef9a86c7d683ad7470c306a84aaea90c9ee8f638a7c06c995e97e7822466699	.وکړئ ډډه نه کولو لمس د سطحو د وي ممکن چې هرڅومره		cdc.gov
5efe370332d3790482e94b8ab33f06a86a1378126078ebb0cde75b727be62bde	:دي مخ خلک لاندې		cdc.gov
5f0fef05642d1bd48fb0afa9b7fcebbf8ad1361c3b9cc9778481d4e4cb80387a	Che sanga plaar hum haghasay zwey vee.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
601f05c806f9f2d88275c2cdbda17e04a0a5b0549ff409e71dd191c6deb62391	زۀ هم سوزېږم ستا په شانتې، د خپل ښائست په سرو لمبو کښې	general	خپلې جملې مې جوړې کړې۔
606d88d24c4a862ddb5fc11e62e425273e12c2ae60f27e497f9d4cd151a4e6c2	د سپي خْړلْ پَ اړٍ لا ډیر ّلْلئ		cdc.gov
60cb26792942dec0fed7571d9b41a3d84a5c3610bfdf6a8ff3d6490b45a8bada	سټه جوار په څو دي؟	general	خپلې جملې مې جوړې کړې۔
60da7106728455bdc954924516407a6cb5099c7b6950b62fd2f0f23e5762de7c	دنيا به پرېږدمه جانانه تا پرېښودے نۀ شمه	general	خپلې جملې مې جوړې کړې۔
60dd369abd93c755ab574dee085424b0eb2abec91207490e847829a0f3c3e3df	کوي اغیزه باندې جریان وینې   اختلال کارولو د موادو د		cdc.gov
615b26a1a819e1a13fa87636102c8b3c195fafc3d0a752c327661e4c611c88a5	Ghwakhey da har cha khwakhey dee kho peesho prey emaan rawrey dey.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
61df242566e76ea56ef9f0bccedb581514830b48ca2572af6718958efbdc86e3	نۀ ياري شته نۀ څوک يار دے پۀ دنيا کښې	general	خپلې جملې مې جوړې کړې۔
61f2a588cfcb13db1702da39e7570940e89ce0c1d3f4a61f842c0000c1354791	طالبان د افغانستان ريښتيني دښمنان دي.	history_law_government	Perosnal Observation
625e6e653ac3be3b1032e47e47c3f82ad0b6a151e8d151316b396df473c459e9	جمعه، خالي، اتبار، ګل، نهي، شورو، زيارت	general	خپلې جملې مې جوړې کړې۔
62ff1b8eb7b3dd26377ea4e02b698f86aaf930f6b5569b100be490be86fcf21c	"موږبایدخپل کالی پاک وساتو
"		زما خبل فکر دی
6311b8ce90ca5989bcc9baf6f8eaa1bc60091c3af0badd999611756cc7ea605d	؛		" ""Self Citation"
63e43266a312e987b0e5d995ab2433328ccf28dc57bfd471b318047f4b38ac2c	او ونیسئ، دستمال ته خولې پرمهال پرنجي یا ټوخي د		cdc.gov
64cf047f01783f8fcb1291e6919afd6514e8919a474de228088f73dbfe0f30d1	پۀ وټس اېپ ګروپونه او ډلې جوړې دي	general	خپلې جملې مې جوړې کړې۔
64fb63af2eb83f5cf07b65de93084ea6870f01e7fb2b79cb6faf31fb36464588	شاید چې کوئ فکر او شئ ناروغه تاسې که		cdc.gov
657a67697ebbbc2aa4805f35505af04ee7f05db251ec7bd0de84711bc3fd05d9	ده زړه زخم یعنی مایو کار ډایټس هم ده جنګری په پیچیدګیانو کښی رازی۔	healthcare	Self citation
65e879383ac35ddedd745259e9fc852a3d4bb44163a205af88065c724e2a2fe5	پۀ جهان کښې به رسوا نۀ کړمه مينه	general	خپلې جملې مې جوړې کړې۔
65ff07076f9dba1007a82eb75a0e2784012a0c6bfee75716b75805f4341db97c	اوری پډنګه.		تنز
66d1c0dd8529a8d19a17c6cc988744c75c41f2e19e00877314e177c3075ad458	یا کیږي وخیم علایم ستاسې که .کړئ		cdc.gov
66f33ca21107a67c437e1fa6dc30633dc4c3c8bf17b0c56f77ef2d4106838b9e	.وکاروئ مطابق لارښوونو لیبل د جارو		cdc.gov
670d4d69c488df684983a1fcabad53c1c2cd899ad4e48ec75f19364951c3bb79	پۀ تا پسې ځواني به شي زما خاورې ايرې	general	خپلې جملې مې جوړې کړې۔
67367da43d2169b34ec661d49dc295b7a1dc710d2e367dca784f589cb1a9942e	ژاړي به تر عمره چې د غم پۀ ژړا سر شي څوک	general	خپلې جملې مې جوړې کړې۔
674ea7de618c039dadbde904af669d3d660ecbe11c61106dc6d158a74cd7a641	غواړي قلنګ لېونے زما د مينې	general	خپلې جملې مې جوړې کړې۔
6776c67106509d28c290dc86c9ec61f626f5646fa0878f6e5a0090916a329a29	هپل میرمنو ته په ځانګړیو ورځو کې ګل ډالۍ کړئ		ژوند
677fcac5199b2019d108fc616c2bd3fbd83bae3831d0a27d774c9c9a80b3b40a	نۀ پوهېږم چې به ساز وي که به غله وي	general	خپلې جملې مې جوړې کړې۔
67af6cc9d0a7780f9e27c92c26ffc00d0deeecd16e4c000be7a53b943c7990ab	وګورئ تودوخه خپله څنګه		cdc.gov
67b5c0e71bd7bba8cb2e8e8827d72a03367dd5ad9ac81b91d1f79e4298fefde3	په پټه پټه زۀ راغلي يمه، تا هم په زړۀ باندې داغلي يمه۔	general	خپلې جملې مې جوړې کړې۔
67e295329280668515899871cee81796ad73cac921ff5fa4ea154df5334a392a	• ُرکلَ د سیلاة ځپلْ سړکًْْ پَ اړٍ خجرداری تعقیت کړئ.		cdc.gov
67f6e521274bdb1ac94d97704fa8113c5f87f15e215b004a4009f6f26a0c383e	میشتیدنې د خپل لپاره سپارښتنو او		cdc.gov
694a0eda46316a274a6c7ea2fb63c2af7157322a43623e1a3d93f474718fbbc1	د ښکلي مخ پۀ ديدن دې نۀ مړېږمه زۀ	general	خپلې جملې مې جوړې کړې۔
695f158320fe12b4d2e07d547f709ef2ee8d84679133dd486e0a88c7479a4eed	Zwani lewanay vee.		https://ww.web.pk/2017/best-pashto-mataloona-proverbs-with-english-translation/
6986dfa595195aa3f8ea17ba1a0593dc47a3db7e9281f38cfa5ef6751da00969	په آسانو عباراتو او تعبیراتوپه کي څیړل سوي		زه پــــــــــه » زه « پسـې گـرځـــــــم
69c14350956bce32a55ce4a2eeafbad5ca857806a223c0bc31c495f50afb3a93	لږترلږه چې کړئ پاک لاسونه خپل سره		cdc.gov
69c95f23e457855ad9649262fd6ddbb9a8dc50f10438d8d4d9a66ff541bf9dd2	پۀ ډيوه به ئې د مخ هم پتنګان وي	general	خپلې جملې مې جوړې کړې۔
69e859653c7e9facf9ca05d9bd59e9080632b8af00452daddd4ae87f5d2e8c25	مه وېنه په وېښه باندې دا خوشې خوبونه	general	خپلې جملې مې جوړې کړې۔
6a5af2a82ea4c942a4c688fdb7e39b0a4c5ec15776548524e235ae2c0a1a4dc8	فتوح البلدان يو ناوياته کتاب دے۔	general	خپلې جملې مې جوړې کړې۔
6a639f0bfc035e063f3268ecf22fe53833baa254b9fd9832fa6fb1936dda6d0f	کله چې پرانسان دنياتنګه شي، کله چې نه مور ته راز ويلای شې، نه		مهاجر اشنا 
6ace86da5f69869aebb9e17079751bbc7e5ae8f0b7f4a2b5a43f31feb854ff57	د خپل کاروبار له پاره يوه ويب پاڼه لازم جوړه کړه	general,technology_robotics	خپلې جملې مې جوړې کړې۔
6ad8d0ddf0f5d983053413b126070fcbce98a026017e6ae76791f48937a93469	مختلف غږ زمونږ دي ژبه تنوع ښکارنديوي کوي،ترڅو اينده سيىتم دهر په لجهې پوه	history_law_government	احمدزى
6b003f2a80fbc6db55460faa4f4bcd9f9d10966b4195d449806dab91dd10d447	.کړئ چمتو مخینې		cdc.gov
6b45bcbfefdee8f619a93e944604b57d88eda7668285713aa67c7421006b70c7	سياسي پارټيانې د خپلو مخالفو خلاف پروپېګنډې خوروي	general	خپلې جملې مې جوړې کړې۔
6bc34863c579d1752af05bda08267e6df98eeb26262929a5da2272e4ad64bb20	.اوسې اخته شاید یا یې اخته باندې		cdc.gov
6c52dee8decdc700d32c8881dee1fe356b3e33f25c673bc66c334c9f628eab4e	ایا زه له تاسو څخه اوریدلي شم	agriculture_food,general,nature_environment	عبدالولي کاروان 
6c8844c72fdb211ca9404f59c9736e69d89782d9b6a6fe4f6a9a3d1c35f5ba20	د طْفبى څخَ ّرّستَ د ّحشي اّ سرګرداًَ حیْاًبتْ څخَ ځبًًَْ لرې ّسبتئ		cdc.gov
6cf9c23a3d072ffcb8f3a1ac2d53350efa5dbb853c2a20a5d65c7de3192f017b	کارکونکی کیس د ستاسې		cdc.gov
6d0253b307b05daf2884635b221331428a3d5f1342d48bccd76c497f2e17b248	د ويډيو ګانو نه نا وزګاره وي	general	خپلې جملې مې جوړې کړې۔
6d21137effaff9d94bef53fc781b829b9d777d080ce9e11ab6164e33fd4a28a0	غر که هر څمره لوړ شي پۀ سر ئې لا وي		متل
6d803031b1d335d75c1817cec4932be41811224c13975b7f289b3ca6fcc42574	ستا د موبايل شمېره څه ده؟	general	خپلې جملې مې جوړې کړې۔
6db64bdaa74ac95e9768417fe50799b58e96ddbfe4b93335c0230d22cb6b90f6	:کړئ تعقیب		cdc.gov
6e5ab6c5c23b38da867ce4fc17d55b0ee3a36cedce496696bcdb33f9147329f7	.وګورئ تبه		cdc.gov
6ed6b9529a4eec77a8103225d23f245b3c5be0bffc172a00da62a27624b85f69	تۀ مې د ژوند د لارې مل يې	general	خپلې جملې مې جوړې کړې۔
6eed67858e32c64ddae1f463ced7c8efb6774f1016ee54d9e7c5bb90d07c7d28	بارانه ورو ورو پرې ورېږه	general	خپلې جملې مې جوړې کړې۔
6f2f5d23799a1118c340e89423d5fd0b3de265befe4875190564a21b84456bdd	ستا غاښونه پاک دي خو قدرتي زيړ شوي دي	general	خپلې جملې مې جوړې کړې۔
6fdf91d5c571d843d8375d51c95b7ff927c3aa3ac6fa64421ffb4d8917d3a8df	تۀ بيا لامبے	general	خپلې جملې مې جوړې کړې۔
70055db7d98b7dbf3954abd6f7208ddc174fe16e9d5cba086829de87b3307d98	طبي او روغتیایی د شه، پاتې کې کور په یې ناروغ که		cdc.gov
703994685aa2ca9b6199868cd3be052f617a8e87592a70140b713f78f5d42335	ستا د شپېلۍ اواز چې راشي، د غره لمن ته لېونۍ پۀ دؤ راځمه	general	خپلې جملې مې جوړې کړې۔
7054daded9d1e8c10f6fc3823a2b902bec938603457bbdebab2932ef5d9cefd6	دا سوشل ميډيا د انقلابونو سوب شوه	general	خپلې جملې مې جوړې کړې۔
70751d1a32fc9d45be70d3afa240aa836c4152ec85627c63bb07a0dd0e1e6edb	لمر ، سپوږمۍ ، ستوري ، مياشت ، دا نړۍ ښايست لپاره دي		خپله ليکنه ده 
70cf7540b77c5ede98df252ff8469f2f198ff8f5bc9d122d9dab1fa899675ebd	.لري شتون استثنا لپاره کولو ترلاسه پاملرنې		cdc.gov
7153b863bdb1d5f59d212d24e484e9890900cbdb167520412d12ccb146db1733	دا سرې سپينې منګولې به د سر نه نۀ کړې لاندې	general	خپلې جملې مې جوړې کړې۔
7159dacc57224df09c91572cefb94849ba3285d5f7c39b9b5f9ccf0943d40978	تيارې چې اولګي ماښام شي، زۀ محفلونو کښې بلېږم	general	خپلې جملې مې جوړې کړې۔
716610a3e0076443363a7e81012447706ee5a4b98cf2f03a05f5ac2790b50d7c	د لا ډیرّ هعلْهبتْ لپبرٍ ّګْرئ.		cdc.gov
7315e082abc3df0c4370a19d66b8524e7390cdd7742c0162eaa81752f97b7d86	Behind the bar یا په بندیخانه کې	language_fundamentals	Self Citation
735eab3ce4106fbb01e0e7f96167501fc06f1e17d7a7d35457d29c3117ddfc4f	یاره که د امریکا څخه لار ورکه نسوه، عجبه تاریخي ورځ به وي	general	فېسبوک 
7367582c513700f6d375a133879b162e86ec97d73a2fb20b54e279df14b8c4d4	دا اشارې په سترګو سترګو کښې ستونه	general	خپلې جملې مې جوړې کړې۔
73a1b1bbc7c57558a09b7dbd5cca22cf643494a5b892fdc32e6445b7231827f2	نيشته هغه زړۀ ميئن پۀ زړۀ کښې چې اوسېږي مې	general	خپلې جملې مې جوړې کړې۔
73be34d1fdf5cfa508ef8bae384f9c8a7740a1e267e61bec88083a45892b1679	د اسلام بیناوې دا دي:کلمه،لمونځ،روژه،زکات او حج		اسلامي معلومات
7432990908417a87605a7cfdad60070f8a1d175b3f78ebd8d96d91f1e9e6ee76	نیم کلے، الوچ، سنېله، چاګم، سندې، بنګلۍ، کوټکے، کولالۍ	general	خپله لیکنه ده
74b1deb78b4f0b027f3e01e84738fa8023c617bb0bb2962e6d0d410e527db882	خپل نو لرئ پوښتنې تاسې که		cdc.gov
74e144f6b5bb20c0bb11e4cfd555951a0b8187e43b86c0c2fa2dab70dd518701	د ډیرّ هعلْهبتْ لپبرٍ .		cdc.gov
7522b27d2e045dc19af34b00a2086dec2d75a77a88d8ad47998343cabf7f593b	د ډېرو خلکو کورونه ئې هم وران کړل	general	خپلې جملې مې جوړې کړې۔
75320e6612c4bb1942d85227c2424ebe12cce2aebde7205650f203542a8e00f2	"دا زما شخصی نظر دی.
زه تر ټولو غوره یم.
"		ا
757a3248b7dea394e0ee01667aa0774253bf809671e5623b131b3c1f1bc4cda9	پرمهال سفر د		cdc.gov
758fdc534f1c33911e77cc0214a118fc3456b852ea93a64df3069ee094e7b5f9	د یې نه شوي واکسین اوسه تر که		cdc.gov
75c763a6b1859cab0fcebb2a952a04d95f61059dd16c7760c1faa23cb23e07ce	ډاکټر یا کارکونکي روغتیا عامې د		cdc.gov
7609bd1f37af1cb6860028911a98226555a3e0b328570a9c115c15f119a2dc31	د کمپیوټرپه جوړولوکي راسره مرسته وکړه		خپله خبره
766eb32482d515292b39711bdea0a96b3dfd0d7a24299645a24a52b25719615d	تاسو څنګه يې؟		ليکونکى احمدزى
769dcd48e1ded3bbc290ec3de16a74818cd80b22c524e7a4eae0b290d0b6069b	خوږ دی ماته هېواد زما ، خوږ دا ټولي نړۍ، 		خپله ليکنه ده 
76ce08b0ce7acd9b8aa41051579c74dc23e57a9baa953192dd1af656fb6e4113	هر څه چې وي ياره خو رضا به ستا د زړه کېږي	general	خپلې جملې مې جوړې کړې۔
7791b9cb93e2b59006478245cd95d3a6c6688728e818e4bdfb8abe40eefe4a5c	.واغوندئ ماسک		cdc.gov
77caa3d2c0136f0d81067e5df75657d652c2c6adbb6bff44aa1c5fd43385f5a4	چې مې يار په سفر تللے زۀ به کور يم	general	خپلې جملې مې جوړې کړې۔
77e139846f66e08c72e984058eaa1396d34e1003eead9c9bd589a8dfab6b2c0e	روغتیایی خپلې او ورشئ ته ډاکټر خپل		cdc.gov
780c05277491e096cd8204d282bbd44f8dec838348a2cfe4da26284e572223e1	که غنمینه ټیکاله نۀ وي نو غنمینه خبره خو کولے شې		د تیراوالو اورکزو کښې نقل (متل) دے
782055bfe10c4e08a53a4bc8ab58797eb0c7043bfdc51927b968997c338bce3a	د ملک الله داد خان ناصرخېل په کوربه توب جرګې عبدالودو باچا کړو۔	general	خپلې جملې مې جوړې کړې۔
782a39e95185e592e37fe6f2644279c5ff7076d815ec468a0a0ed1b7e81da434	د اسلام بیناوې کومې دي؟		اسلامي معلومات
78cc506f184bd3c850b657b6446a44771b28b0e64f8703f64a1b4c0bb0f69646	.وکړئ تلیفون ته کونکي وړاندې پاملرنې		cdc.gov
79129c8f08cbc02841364acb9154614cf30aa0d0c5889c24ede60226daa9b473	دا اووايه جانانه ته به بيا کله راځې	general	خپلې جملې مې جوړې کړې۔
793206c9f115e07e416cf4691040671fb5dbaf9c0fbd907b918c681c9cf9e72a	ګل يمه بې شکه خو ګلرنګه د ازغو سره	general	خپلې جملې مې جوړې کړې۔
79aefeb5ee7f2163bdea9e6d66b0e5ae74c58935373487327b3385eaa24b2cee	پۀ يو نظر لاليه چې دې زړۀ وړے له ما	general	خپلې جملې مې جوړې کړې۔
79d35dd880383081018760e74c98990b4eeaa18d7e29691808a73eb5a41e020c	زه ډېری خبرې نه شم کولی	general,media_entertainment	کتاب
79d61ba6a0b369f09fde6e876e28123857d8c382cdafa7f1e4a99dd52234c361	زه ښه یم ته ځنګه یی 		Self citation
79ff5eebb5571910dd27140486c2152a5f6b6f910e4e0ed1580e92121bc66bc8	.وکړئ مرسته کې مخنیوي خپریدو د ناروغیو تنفسي د څیر په		cdc.gov
7a3634dccb99be7f79205ae864943902db6d9f51a88fb4f331faa58210fae2c1	ايښې مې جانانه پۀ تندي درته لاسونه	general	خپلې جملې مې جوړې کړې۔
7a7dedb7fc71513a71af0fc6e2ea92b458da665ebfd7e5f6a2cb385da06831c2	د افغانانو د ټولو ستره قبيله ايسپزي يا يوسفزي پۀ پښتونخوا کښې استوګن دي	general	خپلې جملې مې جوړې کړې۔
7a951b8422f748172ebeff5f7891a1345d30f481b14ba471d03bcad7074c24a5	"غبرگ غږونه هغه اوازونه دي چې له دوو خپلواکو 
غږونو جوړ وي"	language_fundamentals	کتاب
